@relation 'final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 6 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-I1,5-6,8'

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
klcc,1600000,3,2,'Serviced Residence',Built-up,1600,'Partly Furnished',cluster2
dutamas,530000,3,2,Condominium,Built-up,1326,'Partly Furnished',cluster2
'city centre',800000,4,2,Condominium,Built-up,1500,'Fully Furnished',cluster2
pantai,440000,3,2,Condominium,Built-up,1050,'Partly Furnished',cluster2
bangsar,1500000,4,4,Condominium,Built-up,1859,'Fully Furnished',cluster5
setiawangsa,827000,4,3,Condominium,Built-up,1491,'Partly Furnished',cluster2
'sri hartamas',3900000,6,5,'Semi-detached House','Land area',2400,'Partly Furnished',cluster4
kepong,444000,3,2,Condominium,Built-up,1100,Unknown,cluster2
'mont kiara',830000,3,2,Condominium,Built-up,1228,'Fully Furnished',cluster2
sentul,418000,3,2,'Serviced Residence',Built-up,855,Unknown,cluster2
sentul,678000,4,2,Condominium,Built-up,1345,'Partly Furnished',cluster2
'bukit jalil',1380000,5,4,'Residential Land','Land area',6300,Unfurnished,cluster4
sentul,560000,3,2,Condominium,Built-up,1079,'Fully Furnished',cluster2
setapak,370000,3,2,Condominium,Built-up,1169,'Partly Furnished',cluster2
'bukit tunku (kenny hills)',1600000,4,3,Condominium,Built-up,2100,'Fully Furnished',cluster5
cheras,470000,4,2,Condominium,Built-up,1142,'Partly Furnished',cluster2
pantai,730000,3,2,Condominium,Built-up,1390,Unfurnished,cluster2
cheras,820000,4,3,'Terrace/Link House',Built-up,1800,'Partly Furnished',cluster2
cheras,470000,3,2,Condominium,Built-up,1050,'Partly Furnished',cluster2
klcc,4107800,4,3,'Serviced Residence',Built-up,1786,Unfurnished,cluster5
'mont kiara',1100000,2,2,'Serviced Residence',Built-up,927,'Fully Furnished',cluster1
setapak,490000,3,2,'Serviced Residence',Built-up,1040,'Partly Furnished',cluster2
'desa petaling',898800,5,6,'Terrace/Link House','Land area',1672,'Fully Furnished',cluster5
'sungai besi',1000100,5,6,'Terrace/Link House','Land area',1500,'Fully Furnished',cluster5
'salak selatan',1008000,5,6,'Terrace/Link House','Land area',1500,'Fully Furnished',cluster5
'damansara heights',2080000,4,5,Condominium,Built-up,3188,'Partly Furnished',cluster5
bangsar,1450000,3,2,Condominium,Built-up,1511,'Partly Furnished',cluster2
klcc,1400000,3,3,Condominium,Built-up,1683,'Partly Furnished',cluster2
bangsar,1500000,3,2,Condominium,Built-up,1511,'Partly Furnished',cluster2
'sungai besi',376000,2,2,'Serviced Residence',Built-up,800,Unknown,cluster1
'kl city',379999,1,1,'Serviced Residence',Built-up,439,'Fully Furnished',cluster1
'mont kiara',1420000,4,4,Condominium,Built-up,1496,'Partly Furnished',cluster5
klcc,660000,1,1,'Serviced Residence',Built-up,450,'Partly Furnished',cluster1
kepong,720900,4,3,'Terrace/Link House',Built-up,1647,Unknown,cluster2
'jalan ipoh',561100,4,3,Condominium,Built-up,1879,Unknown,cluster2
'jalan ipoh',486000,3,2,Condominium,Built-up,978,Unknown,cluster2
'jalan klang lama (old klang road)',510300,4,4,Condominium,Built-up,1335,Unknown,cluster5
cheras,680400,3,2,'Serviced Residence',Built-up,1272,Unknown,cluster2
'taman desa',437400,3,2,'Serviced Residence',Built-up,945,Unknown,cluster2
'bukit bintang',635000,2,2,'Serviced Residence',Built-up,899,Unknown,cluster1
'batu caves',393660,3,2,'Serviced Residence',Built-up,1125,Unknown,cluster2
ampang,382000,1,1,'Serviced Residence',Built-up,532,Unknown,cluster1
'bukit bintang',635000,2,2,'Serviced Residence',Built-up,899,Unknown,cluster1
'bandar menjalara',900000,6,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
setapak,591000,3,2,'Serviced Residence',Built-up,969,Unfurnished,cluster2
kepong,1250000,5,3,'Terrace/Link House','Land area',2730,'Fully Furnished',cluster5
setapak,628000,3,2,'Serviced Residence',Built-up,1000,Unknown,cluster2
setapak,560800,3,2,'Serviced Residence',Built-up,829,'Partly Furnished',cluster2
setapak,406000,4,2,Condominium,Built-up,950,Unknown,cluster2
'bandar damai perdana',550000,4,3,'Terrace/Link House','Land area',1200,'Fully Furnished',cluster2
bangsar,4800000,4,3,Bungalow,'Land area',6850,'Partly Furnished',cluster6
ampang,440000,1,1,'Serviced Residence',Built-up,418,'Partly Furnished',cluster1
'jalan klang lama (old klang road)',479000,3,3,Condominium,Built-up,1250,Unfurnished,cluster2
ampang,1400000,5,3,'Residential Land','Land area',6500,Unknown,cluster4
'taman desa',330000,3,2,Condominium,Built-up,714,Unknown,cluster2
cheras,367000,3,2,Condominium,Built-up,943,Unfurnished,cluster2
'bukit jalil',900000,3,2,'Serviced Residence',Built-up,1170,'Fully Furnished',cluster2
cheras,318000,3,2,Apartment,'Land area',780,Unfurnished,cluster2
cheras,3800000,6,4,Bungalow,'Land area',9247,Unfurnished,cluster6
cheras,504600,4,2,Condominium,Built-up,1001,'Partly Furnished',cluster2
'jalan ipoh',754600,4,2,Condominium,Built-up,1330,'Partly Furnished',cluster2
cheras,650000,4,2,Condominium,Built-up,1450,Unfurnished,cluster2
'bukit bintang',1360000,3,2,'Serviced Residence',Built-up,1555,'Fully Furnished',cluster2
'sri petaling',310000,2,1,'Terrace/Link House','Land area',756,Unfurnished,cluster1
'jalan klang lama (old klang road)',810000,4,3,Condominium,Built-up,1488,'Partly Furnished',cluster2
'bukit jalil',2600000,4,4,Condominium,Built-up,3260,Unknown,cluster5
setapak,580000,3,2,Condominium,Built-up,1098,'Partly Furnished',cluster2
'ampang hilir',390000,1,1,'Serviced Residence',Built-up,613,Unknown,cluster1
'wangsa maju',450000,3,2,Condominium,Built-up,1150,'Partly Furnished',cluster2
'wangsa maju',465000,3,2,Condominium,Built-up,1150,'Partly Furnished',cluster2
'sri petaling',438000,3,2,'Terrace/Link House','Land area',825,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',1400000,5,4,Condominium,Built-up,2128,'Fully Furnished',cluster5
'sri petaling',400000,4,2,Condominium,Built-up,1141,'Fully Furnished',cluster2
klcc,2388000,4,4,'Serviced Residence',Built-up,1927,'Partly Furnished',cluster5
'city centre',1580000,1,1,'Serviced Residence',Built-up,1131,'Fully Furnished',cluster1
'city centre',1690000,1,2,'Serviced Residence',Built-up,1131,'Fully Furnished',cluster1
'city centre',2400000,3,2,'Serviced Residence',Built-up,1732,'Fully Furnished',cluster2
'city centre',1580000,1,1,'Serviced Residence',Built-up,1131,'Partly Furnished',cluster1
'city centre',2600000,4,4,'Serviced Residence',Built-up,2269,'Partly Furnished',cluster5
'city centre',1500000,1,1,'Serviced Residence',Built-up,1131,'Fully Furnished',cluster1
'city centre',1650000,2,2,'Serviced Residence',Built-up,1226,'Fully Furnished',cluster1
klcc,2626200,3,2,'Serviced Residence',Built-up,1459,'Partly Furnished',cluster2
'city centre',1880000,2,1,'Serviced Residence',Built-up,1388,'Fully Furnished',cluster1
kepong,405555,4,2,Condominium,Built-up,1027,Unfurnished,cluster2
kepong,397000,4,2,Condominium,Built-up,1027,Unfurnished,cluster2
'sri petaling',300000,2,1,'Terrace/Link House','Land area',825,'Partly Furnished',cluster1
'taman melawati',780000,4,3,'Terrace/Link House','Land area',1260,'Partly Furnished',cluster2
'sri petaling',678000,4,3,'Terrace/Link House','Land area',1170,'Partly Furnished',cluster2
'kuchai lama',520000,3,2,'Serviced Residence','Land area',935,'Fully Furnished',cluster2
'sri petaling',538000,3,2,'Serviced Residence',Built-up,980,'Partly Furnished',cluster2
setapak,710000,3,2,Condominium,Built-up,1239,Unfurnished,cluster2
setapak,598000,3,2,Condominium,Built-up,1150,Unfurnished,cluster2
'bukit jalil',658000,4,2,Condominium,Built-up,1212,'Partly Furnished',cluster2
'bukit jalil',680000,3,2,Condominium,Built-up,1313,'Fully Furnished',cluster2
'sri petaling',438000,3,2,Condominium,Built-up,1129,'Fully Furnished',cluster2
setapak,580000,3,2,Condominium,Built-up,1100,Unfurnished,cluster2
'damansara heights',8700000,6,4,Bungalow,'Land area',10500,'Partly Furnished',cluster3
sentul,780000,4,3,Condominium,Built-up,1630,Unknown,cluster2
cheras,390000,1,1,Condominium,Built-up,526,'Partly Furnished',cluster1
'sungai besi',1100000,5,4,'Terrace/Link House','Land area',1600,'Partly Furnished',cluster5
'sungai besi',2300000,5,5,'Terrace/Link House','Land area',2430,'Partly Furnished',cluster5
'sungai besi',1180000,5,5,'Terrace/Link House','Land area',1500,'Fully Furnished',cluster5
'bukit jalil',1150000,5,5,'Terrace/Link House','Land area',1870,'Fully Furnished',cluster5
'taman desa',1300000,5,3,'Terrace/Link House','Land area',1870,Unknown,cluster5
'sri petaling',400000,3,2,Apartment,Built-up,1000,'Partly Furnished',cluster2
ampang,1200000,4,3,'Terrace/Link House',Built-up,2200,Unknown,cluster5
klcc,1996400,3,2,'Serviced Residence',Built-up,1426,'Fully Furnished',cluster2
klcc,1925100,3,2,'Serviced Residence',Built-up,1426,'Fully Furnished',cluster2
cheras,1180000,5,4,'Terrace/Link House','Land area',1400,'Fully Furnished',cluster5
klcc,1111800,2,1,'Serviced Residence',Built-up,654,'Fully Furnished',cluster1
'ampang hilir',380000,1,1,'Serviced Residence',Built-up,613,Unknown,cluster1
'jalan klang lama (old klang road)',278000,3,2,Apartment,Built-up,820,Unknown,cluster2
klcc,993000,2,1,'Serviced Residence',Built-up,662,'Fully Furnished',cluster1
bangsar,1550000,3,2,Townhouse,'Land area',2000,'Partly Furnished',cluster2
'sri hartamas',3600000,4,6,'Cluster House','Land area',2000,'Partly Furnished',cluster4
bangsar,5500000,5,5,Bungalow,'Land area',9300,'Partly Furnished',cluster6
'mont kiara',2122877,5,5,Condominium,Built-up,2766,'Partly Furnished',cluster5
'kuchai lama',550000,3,2,Condominium,Built-up,986,'Partly Furnished',cluster2
cheras,320000,3,2,Apartment,Built-up,850,'Fully Furnished',cluster2
cheras,730000,4,3,'Terrace/Link House','Land area',1300,'Partly Furnished',cluster2
'ampang hilir',5900000,6,5,Condominium,Built-up,6576,'Partly Furnished',cluster6
kepong,750000,4,2,'Terrace/Link House','Land area',1760,Unknown,cluster2
cheras,590000,4,3,'Terrace/Link House','Land area',1080,Unknown,cluster2
'jalan klang lama (old klang road)',318000,3,2,Condominium,Built-up,950,Unknown,cluster2
'bukit jalil',550000,3,2,Condominium,'Land area',1206,'Fully Furnished',cluster2
klcc,4390000,4,3,'Serviced Residence',Built-up,2195,'Partly Furnished',cluster4
klcc,2150000,2,2,'Serviced Residence',Built-up,1050,'Partly Furnished',cluster1
klcc,3393400,3,3,'Serviced Residence',Built-up,1786,'Partly Furnished',cluster5
'mont kiara',2000000,4,3,Condominium,Built-up,1830,'Partly Furnished',cluster5
klcc,2100000,2,2,'Serviced Residence',Built-up,1100,'Fully Furnished',cluster1
'bukit jalil',650000,4,2,Condominium,'Land area',1378,'Partly Furnished',cluster2
sentul,1950000,7,4,Bungalow,'Land area',5000,'Fully Furnished',cluster4
cheras,323000,3,2,'Serviced Residence',Built-up,650,Unknown,cluster2
cheras,810000,4,3,Condominium,Built-up,1700,'Fully Furnished',cluster2
cheras,1250000,5,6,'Terrace/Link House','Land area',1950,'Partly Furnished',cluster5
'bukit bintang',1270000,2,2,'Serviced Residence',Built-up,1200,Unknown,cluster1
kepong,700000,4,3,'Terrace/Link House','Land area',1080,'Partly Furnished',cluster2
'sri petaling',368000,3,2,Condominium,Built-up,1129,'Partly Furnished',cluster2
'mont kiara',4022892,6,5,Condominium,Built-up,5090,'Partly Furnished',cluster4
'jalan klang lama (old klang road)',735000,3,2,'Serviced Residence','Land area',1158,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',740000,3,2,'Serviced Residence','Land area',1158,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',740000,3,2,'Serviced Residence','Land area',1158,'Partly Furnished',cluster2
'mont kiara',1900000,3,3,Condominium,'Land area',2347,'Partly Furnished',cluster5
'pandan perdana',570000,4,3,'Terrace/Link House','Land area',1080,Unfurnished,cluster2
'country heights damansara',9500000,6,7,Bungalow,'Land area',9907,'Partly Furnished',cluster3
cheras,655000,3,2,Condominium,Built-up,1500,'Partly Furnished',cluster2
cheras,275000,3,2,Apartment,Built-up,780,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',688000,2,2,Condominium,Built-up,1164,'Fully Furnished',cluster1
bangsar,1350000,3,2,Condominium,Built-up,1500,Unknown,cluster2
'salak selatan',175000,2,1,Flat,Built-up,689,Unfurnished,cluster1
'bukit jalil',1250000,4,4,Condominium,Built-up,1875,Unfurnished,cluster5
'bukit jalil',1400000,4,4,Condominium,Built-up,2021,Unfurnished,cluster5
'ampang hilir',1260000,2,2,'Serviced Residence',Built-up,966,'Fully Furnished',cluster1
'mont kiara',1380799,4,4,Condominium,Built-up,1603,'Partly Furnished',cluster5
'bandar menjalara',950000,4,3,'Terrace/Link House','Land area',1760,Unknown,cluster5
'bandar menjalara',350000,3,2,'Serviced Residence',Built-up,970,Unknown,cluster2
'bandar menjalara',380000,3,2,'Serviced Residence',Built-up,808,Unknown,cluster2
'bandar menjalara',320000,3,2,'Serviced Residence',Built-up,808,Unknown,cluster2
'bandar menjalara',380000,3,2,'Serviced Residence',Built-up,808,Unknown,cluster2
ampang,1930000,4,4,Condominium,Built-up,2200,'Partly Furnished',cluster5
'bukit bintang',2300000,5,5,Condominium,Built-up,2410,'Partly Furnished',cluster5
'bukit bintang',1500000,3,3,Condominium,Built-up,1468,'Fully Furnished',cluster2
'bukit bintang',1500000,3,3,Condominium,Built-up,1468,'Fully Furnished',cluster2
'taman tun dr ismail',1300000,5,4,Condominium,Built-up,3800,Unknown,cluster5
'damansara heights',5950000,6,4,Bungalow,'Land area',8160,'Partly Furnished',cluster6
'taman tun dr ismail',6450000,6,7,Bungalow,'Land area',7900,'Fully Furnished',cluster6
kepong,620000,4,2,'Serviced Residence',Built-up,1292,Unknown,cluster2
kepong,490000,3,2,'Serviced Residence',Built-up,1027,Unknown,cluster2
'mont kiara',850000,3,2,Condominium,Built-up,1400,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',360000,3,2,'Serviced Residence','Land area',950,'Fully Furnished',cluster2
'desa parkcity',1820000,6,6,'Semi-detached House','Land area',2880,Unfurnished,cluster4
klcc,3200000,4,4,'Serviced Residence',Built-up,2343,Unfurnished,cluster5
'mont kiara',681000,3,2,'Serviced Residence',Built-up,1048,'Fully Furnished',cluster2
'damansara heights',950000,4,3,Condominium,Built-up,1979,'Partly Furnished',cluster5
'taman tun dr ismail',1300000,5,3,Condominium,Built-up,2013,Unknown,cluster5
'bukit jalil',1990000,6,4,'Terrace/Link House','Land area',2760,'Partly Furnished',cluster5
klcc,4900000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished',cluster4
'sri petaling',3500000,5,5,'Semi-detached House','Land area',5600,'Fully Furnished',cluster4
segambut,1100000,7,5,Condominium,Built-up,2573,'Partly Furnished',cluster5
'desa parkcity',2600000,4,4,'Terrace/Link House',Built-up,3400,'Partly Furnished',cluster4
cheras,416000,2,2,Condominium,Built-up,852,Unfurnished,cluster1
klcc,838800,2,2,'Serviced Residence',Built-up,866,'Partly Furnished',cluster1
seputeh,5380000,6,7,Bungalow,'Land area',5931,'Partly Furnished',cluster6
seputeh,5400000,6,7,Bungalow,'Land area',5931,'Partly Furnished',cluster6
seputeh,5200000,6,7,Bungalow,'Land area',7800,'Partly Furnished',cluster6
seputeh,5200000,7,7,Bungalow,'Land area',5600,'Fully Furnished',cluster6
seputeh,5980000,6,6,Bungalow,'Land area',5447,'Partly Furnished',cluster6
seputeh,1780000,6,5,Condominium,Built-up,2960,'Partly Furnished',cluster4
seputeh,5900000,8,8,Bungalow,'Land area',7314,'Partly Furnished',cluster6
seputeh,5900000,8,8,Bungalow,'Land area',7314,'Partly Furnished',cluster6
seputeh,7580000,7,7,Bungalow,'Land area',8812,'Fully Furnished',cluster6
seputeh,2100000,4,3,Bungalow,'Land area',6629,Unknown,cluster4
seputeh,5200000,7,6,Bungalow,'Land area',5442,'Partly Furnished',cluster6
seputeh,3600000,6,6,'Semi-detached House','Land area',3200,'Partly Furnished',cluster4
seputeh,3600000,5,4,'Semi-detached House','Land area',3500,'Partly Furnished',cluster4
seputeh,5400000,6,6,Bungalow,'Land area',5442,'Partly Furnished',cluster6
'mont kiara',3200000,5,5,Condominium,Built-up,3632,'Partly Furnished',cluster4
klcc,1200000,2,2,'Serviced Residence',Built-up,1035,'Partly Furnished',cluster1
'mont kiara',1800000,4,5,Condominium,Built-up,2025,'Fully Furnished',cluster5
'desa parkcity',1050000,3,3,Condominium,Built-up,1378,'Partly Furnished',cluster2
'desa parkcity',1620000,4,4,Condominium,Built-up,1777,'Partly Furnished',cluster5
'desa parkcity',1600000,4,3,Condominium,Built-up,2066,'Partly Furnished',cluster5
'mont kiara',3800000,5,5,Condominium,Built-up,3714,'Partly Furnished',cluster4
cheras,395000,4,2,Condominium,Built-up,925,'Partly Furnished',cluster2
cheras,5650000,8,6,Bungalow,'Land area',13000,'Fully Furnished',cluster3
'jalan klang lama (old klang road)',698000,4,4,Condominium,Built-up,1331,Unknown,cluster5
'desa parkcity',2900000,4,4,'Terrace/Link House','Land area',2040,Unknown,cluster5
'desa parkcity',2800000,4,5,'Terrace/Link House','Land area',2080,'Partly Furnished',cluster5
'jalan ipoh',688000,4,2,Condominium,Built-up,1271,'Partly Furnished',cluster2
kepong,510000,3,2,Condominium,Built-up,930,'Fully Furnished',cluster2
klcc,1473950,3,3,Condominium,Built-up,1551,'Fully Furnished',cluster2
kepong,205000,3,2,Apartment,Built-up,650,Unknown,cluster2
'kl city',900000,2,2,'Serviced Residence',Built-up,861,Unknown,cluster1
'mont kiara',1760000,4,4,Condominium,Built-up,1668,'Partly Furnished',cluster5
'mont kiara',1980000,5,4,Condominium,Built-up,1830,'Partly Furnished',cluster5
'mont kiara',1400000,3,2,Condominium,Built-up,1200,'Partly Furnished',cluster2
'mont kiara',1035000,4,4,Condominium,Built-up,1991,Unknown,cluster5
'jalan klang lama (old klang road)',680000,3,2,Condominium,Built-up,1130,'Fully Furnished',cluster2
kepong,430000,3,2,'Serviced Residence',Built-up,1137,Unknown,cluster2
kepong,490000,3,2,'Serviced Residence',Built-up,1137,'Partly Furnished',cluster2
klcc,1934400,3,2,'Serviced Residence',Built-up,1300,'Partly Furnished',cluster2
cheras,480000,3,2,Condominium,Built-up,1116,'Partly Furnished',cluster2
'bandar menjalara',650000,3,2,Condominium,Built-up,1260,'Partly Furnished',cluster2
'mont kiara',6500000,6,4,Condominium,Built-up,6200,Unfurnished,cluster6
bangsar,590000,1,1,Condominium,Built-up,656,'Fully Furnished',cluster1
'jalan klang lama (old klang road)',700000,3,2,Condominium,Built-up,956,Unfurnished,cluster2
'taman melawati',2100000,6,6,'Terrace/Link House',Built-up,3700,'Partly Furnished',cluster4
'taman melawati',1500000,4,4,'Terrace/Link House',Built-up,2718,Unfurnished,cluster5
'taman melawati',1600000,4,4,'Terrace/Link House',Built-up,2700,Unknown,cluster5
kepong,620000,3,1,'Terrace/Link House','Land area',1470,Unknown,cluster2
'sungai besi',358000,2,2,'Serviced Residence',Built-up,800,'Fully Furnished',cluster1
'sungai besi',350000,2,2,'Serviced Residence',Built-up,845,Unfurnished,cluster1
'sungai besi',350000,2,2,'Serviced Residence',Built-up,800,Unfurnished,cluster1
'sungai besi',388000,3,3,'Serviced Residence',Built-up,1045,'Fully Furnished',cluster2
'sungai besi',350000,2,2,'Serviced Residence',Built-up,800,'Fully Furnished',cluster1
'kuchai lama',440000,3,2,Condominium,Built-up,1075,'Partly Furnished',cluster2
'bangsar south',535000,3,2,Condominium,Built-up,900,Unknown,cluster2
'sri hartamas',3500000,6,5,'Semi-detached House','Land area',3600,'Fully Furnished',cluster4
'jalan klang lama (old klang road)',755000,4,2,'Serviced Residence',Built-up,1133,'Partly Furnished',cluster2
'kl city',400000,1,1,'Serviced Residence',Built-up,466,'Fully Furnished',cluster1
'sri hartamas',3700000,7,6,'Terrace/Link House','Land area',2500,'Fully Furnished',cluster4
'taman tun dr ismail',1190000,4,3,Condominium,Built-up,2000,'Partly Furnished',cluster5
'jalan klang lama (old klang road)',1190000,4,5,Condominium,Built-up,1782,'Fully Furnished',cluster5
'mont kiara',828000,3,2,Condominium,Built-up,1399,'Partly Furnished',cluster2
'mont kiara',878000,4,2,Condominium,Built-up,1550,'Partly Furnished',cluster2
'pandan perdana',728000,3,2,'Terrace/Link House','Land area',2700,Unknown,cluster2
'bangsar south',890000,3,2,'Serviced Residence',Built-up,990,'Fully Furnished',cluster2
'mont kiara',3900000,6,7,Condominium,Built-up,4537,'Partly Furnished',cluster4
